MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
16.9,23.9,15.0,5.0,6.9,24,13,17,83,68,1021.7,1020.1,3,7,19.5,22.2,1,1
17.1,25.9,0.0,4.0,7.1,44,13,24,70,69,1020.1,1019.1,1,7,20.2,21.8,0,1
16.2,20.2,6.6,3.4,1.3,52,22,17,83,85,1024.2,1024.5,7,6,16.8,16.5,1,1
18.8,26.5,0.0,3.4,4.5,33,4,9,74,54,1018.7,1015.6,8,6,20.5,26.0,0,1
15.3,20.8,0.0,1.4,0.0,22,11,9,86,74,1018.5,1013.8,7,7,18.2,20.5,0,1
9.8,14.8,0.0,5.6,2.1,39,9,13,63,70,1007.2,1006.0,6,6,12.9,14.3,0,1
8.7,17.5,0.0,2.2,1.7,35,17,6,76,87,1029.6,1027.2,7,7,11.0,15.8,0,1
11.7,18.3,0.2,2.4,1.3,28,11,11,78,73,1025.4,1021.6,7,7,13.3,18.3,0,1
13.3,21.1,64.4,4.8,0.0,89,13,30,91,82,1015.4,1009.5,8,8,17.0,18.8,1,1
16.3,19.7,93.8,4.8,0.0,96,31,57,89,85,1002.5,995.9,8,8,18.8,19.7,1,1
12.7,19.3,0.0,3.6,1.4,30,20,17,53,60,1017.7,1014.6,6,7,17.4,18.7,0,1
14.5,19.5,0.4,0.8,0.0,52,13,20,81,89,1017.2,1010.4,7,8,15.2,16.7,0,1
7.4,11.7,0.0,2.2,0.0,46,26,9,74,74,1015.3,1013.6,8,8,9.3,11.0,0,1
6.4,15.6,0.0,3.4,7.5,22,13,6,77,58,1020.8,1016.2,5,7,7.6,14.4,0,1
9.5,17.7,0.2,4.4,4.8,61,22,31,54,47,1004.0,1003.0,6,6,12.9,15.9,0,1
12.9,17.2,29.4,6.4,1.6,50,19,22,85,86,1015.4,1016.5,7,7,14.9,14.6,1,1
12.4,15.6,22.4,4.8,0.0,28,17,7,92,80,1019.8,1018.4,8,8,12.7,15.5,1,1
11.4,24.9,0.2,3.2,6.2,20,0,6,71,58,1021.7,1019.1,7,5,18.0,23.0,0,1
16.5,16.9,17.0,2.4,0.0,35,9,13,91,90,1019.7,1018.4,8,8,16.7,16.2,1,1
13.1,25.7,0.0,0.2,7.4,52,30,30,66,44,1009.1,1001.0,6,4,19.3,25.1,0,1
11.5,15.8,0.4,1.0,0.9,54,15,24,76,77,1013.7,1013.9,7,8,12.8,13.2,0,1
10.7,14.6,24.8,2.6,0.2,63,31,24,77,89,1018.0,1017.7,8,8,13.6,12.6,1,1
9.7,16.2,4.0,3.2,2.7,35,20,17,90,67,1030.4,1028.3,6,6,11.2,14.7,1,1
9.5,13.8,0.0,3.0,0.2,35,15,24,66,67,1016.8,1015.0,7,7,11.4,12.2,0,1
8.5,18.4,1.8,0.6,6.8,37,19,20,69,57,1014.4,1013.5,1,7,11.9,15.4,1,1
11.8,14.7,2.4,3.2,0.0,43,11,9,79,90,1013.3,1007.5,8,8,13.4,13.7,1,1
7.3,17.3,0.0,4.6,7.8,43,20,20,57,50,1018.7,1017.6,7,7,10.4,16.4,0,1
12.1,22.5,0.0,4.6,9.2,28,11,15,63,46,1020.3,1015.3,2,3,16.9,20.7,0,1
14.5,18.0,14.4,6.2,0.0,31,6,9,90,91,1011.6,1006.0,8,8,15.7,15.9,1,1
14.7,22.7,0.0,5.0,8.9,52,6,22,61,60,1021.9,1015.9,6,4,19.5,21.2,0,1
16.0,20.2,0.0,5.6,1.5,30,15,9,73,69,1021.4,1017.8,8,7,17.5,18.9,0,1
14.2,17.8,0.0,6.6,0.0,30,17,6,66,79,1012.6,1005.7,8,8,14.9,15.1,0,1
14.0,21.2,0.0,4.8,2.9,31,9,15,61,78,1012.5,1007.5,7,8,16.0,16.8,0,1
12.5,22.3,0.0,4.8,10.1,30,13,17,55,63,1012.6,1007.9,1,1,18.4,20.6,0,1
13.6,22.1,3.4,5.2,2.1,41,15,15,74,75,1006.7,1006.1,7,7,15.5,16.3,1,1
10.2,21.3,0.0,7.2,11.4,35,17,17,46,42,1014.7,1011.3,1,1,16.2,19.6,0,1
16.8,33.6,0.0,8.4,6.6,41,9,28,37,24,1007.7,1004.1,6,7,25.3,31.8,0,1
10.7,23.6,0.0,6.6,9.3,39,26,24,45,32,1016.5,1012.5,1,5,14.3,20.7,0,1
21.7,22.4,0.0,11.8,2.4,41,28,15,43,78,1005.8,1008.3,7,7,22.4,14.5,0,1
15.3,25.2,0.0,7.4,8.4,46,20,26,55,55,1018.9,1012.8,5,7,21.5,23.3,0,1
18.4,21.7,0.0,8.0,6.2,41,20,26,65,63,1015.9,1015.7,4,7,20.8,19.9,0,1
14.7,19.6,1.4,4.6,0.5,30,19,7,73,57,1020.6,1018.5,8,8,15.4,19.1,1,1
18.2,25.5,0.2,7.0,4.6,50,9,11,65,61,1013.7,1006.5,7,8,23.0,25.3,0,1
21.2,28.3,0.0,11.0,4.1,54,6,24,25,57,1007.3,1007.1,7,7,26.8,24.7,0,1
17.8,22.7,2.0,5.2,2.5,37,13,19,72,67,1013.3,1009.8,7,7,20.1,21.3,1,1
17.8,24.3,0.0,7.0,11.1,33,9,20,68,59,1012.9,1009.9,5,1,20.2,22.6,0,1
22.1,29.9,0.4,7.6,2.9,59,13,17,71,65,1009.6,1005.9,7,7,26.1,27.1,0,1
20.4,23.6,3.2,7.0,0.0,33,15,7,86,83,1012.4,1010.6,8,8,20.6,22.2,1,1
27.1,37.2,0.0,13.4,2.5,57,24,33,23,16,1008.5,1007.0,7,7,32.4,34.1,0,1
17.4,19.1,8.2,8.8,0.0,46,17,15,88,81,1017.2,1017.4,8,8,17.7,17.7,1,1
17.2,25.4,32.6,1.0,0.0,30,17,4,89,86,1013.3,1009.3,8,8,18.8,20.2,1,1
19.8,27.2,0.0,9.4,4.3,44,9,20,66,55,1015.7,1013.8,7,7,23.2,26.3,0,1
21.2,26.3,0.4,3.4,3.5,56,26,28,71,54,1009.9,1011.8,7,5,22.1,24.8,0,1
18.5,26.6,2.6,6.2,8.8,48,19,19,66,60,1018.5,1018.3,7,7,21.9,25.4,1,1
20.1,25.9,1.2,7.8,5.6,31,22,22,53,45,1021.4,1020.0,7,7,24.0,23.7,1,1
19.6,24.3,5.0,6.0,0.5,30,7,20,89,69,1019.0,1017.2,8,7,20.5,22.6,1,1
19.9,26.5,8.8,3.8,4.8,35,15,22,86,57,1018.3,1017.5,7,6,20.0,25.3,1,1
19.0,29.2,0.0,5.8,2.6,65,22,28,62,68,1001.1,994.3,7,7,24.1,28.3,0,1
24.5,37.0,0.0,12.0,2.6,69,11,20,34,33,1007.4,1008.4,6,7,32.6,35.0,0,1
25.4,39.4,0.0,11.8,4.8,57,7,33,36,58,1008.1,1009.7,7,7,33.2,29.2,0,1
20.3,23.6,1.2,9.2,0.0,33,6,9,83,79,1016.1,1012.7,8,8,21.1,22.4,1,1
26.2,34.7,0.0,11.8,10.9,48,19,19,55,44,1011.3,1009.3,1,1,29.6,33.9,0,1
22.1,24.9,6.4,8.2,1.3,41,24,19,88,89,1017.6,1018.7,8,7,22.2,21.0,1,1
20.7,27.0,85.0,3.4,5.9,46,37,19,79,85,1022.1,1021.8,7,7,24.6,23.1,1,1
21.6,24.0,0.0,9.0,1.9,44,17,24,68,73,1015.0,1015.9,5,6,22.3,21.2,0,1
22.6,29.9,0.0,11.2,6.6,70,9,9,66,59,1009.8,1005.7,4,7,26.6,26.8,0,1
21.8,29.4,8.0,5.4,7.0,41,17,20,79,58,1007.1,1004.9,3,2,22.9,28.8,1,1
21.8,28.0,0.0,10.6,5.7,31,7,15,69,56,1020.8,1018.6,8,7,24.5,27.3,0,1
18.6,20.8,7.8,4.4,0.0,44,19,19,89,87,1020.5,1020.1,8,8,18.7,19.0,1,1
18.3,25.5,28.6,5.8,5.3,48,15,24,67,54,1021.8,1021.8,6,3,20.7,24.3,1,1
18.7,26.6,26.4,7.6,7.5,44,19,24,60,47,1024.0,1022.8,7,3,23.3,25.6,1,1
20.7,26.7,2.6,5.6,9.2,48,19,17,63,61,1022.7,1021.4,6,6,25.1,26.4,1,1
20.6,27.2,26.4,7.2,2.2,43,9,22,87,67,1021.0,1019.4,6,7,21.4,25.0,1,1
20.5,26.3,3.2,3.6,7.6,26,13,15,81,69,1018.1,1016.0,3,5,23.0,25.0,1,1
20.7,24.8,37.8,5.2,1.4,63,6,17,89,85,1016.9,1016.0,7,8,21.7,22.2,1,1
19.9,23.3,27.6,4.0,0.2,54,19,20,87,86,1015.2,1013.1,7,7,21.5,20.9,1,1
20.1,23.0,7.6,2.4,0.0,56,20,24,78,76,1010.2,1009.6,7,7,20.4,22.1,1,1
18.8,23.2,0.0,9.4,3.6,54,13,30,73,62,1017.6,1017.7,7,7,19.3,21.7,0,1
22.6,25.9,0.4,7.6,0.5,44,20,24,71,67,1019.2,1020.2,7,8,23.9,21.4,0,1
19.8,25.9,38.0,4.8,5.5,54,30,31,76,67,1020.6,1018.7,7,6,22.9,24.8,1,1
21.9,24.9,2.6,7.6,1.0,56,26,24,84,85,1013.2,1009.0,8,7,23.1,24.5,1,1
20.0,22.7,20.0,3.0,1.3,59,26,35,83,81,1018.4,1020.6,8,8,20.3,20.5,1,1
19.3,25.8,45.8,2.8,3.6,65,24,22,88,79,1022.9,1022.2,8,7,21.8,24.1,1,1
23.3,27.1,0.0,5.2,1.5,30,11,17,77,72,1015.7,1012.6,7,6,24.5,26.0,0,1
22.3,31.9,25.6,6.0,4.4,63,4,19,82,57,1012.6,1010.7,7,6,23.9,29.8,1,1
20.7,23.3,18.2,4.8,0.2,41,19,20,72,71,1018.5,1017.4,7,8,21.5,22.2,1,1
18.5,24.1,10.2,7.8,5.5,41,13,20,85,70,1019.9,1019.1,2,7,20.4,21.7,1,1
21.4,28.8,0.0,2.4,8.4,30,2,22,84,71,1012.3,1007.4,8,1,22.5,27.0,0,1
22.5,26.0,2.4,7.4,0.0,69,19,28,70,88,1007.0,1007.7,8,8,25.2,19.2,1,1
17.0,22.0,0.0,4.8,5.8,50,15,22,66,59,1025.1,1024.7,6,6,19.8,20.1,0,1
14.8,22.0,33.8,4.2,1.5,50,19,24,90,49,1028.4,1026.3,8,7,15.7,21.8,1,1
15.5,28.7,0.0,7.0,9.6,67,7,20,62,35,1015.3,1007.1,1,4,20.1,27.9,0,1
13.8,23.0,0.0,3.6,2.1,54,22,26,56,48,1017.2,1017.3,7,7,17.9,22.2,0,1
15.0,22.7,9.4,4.2,2.8,43,19,17,71,75,1023.7,1022.2,7,7,17.4,20.2,1,1
18.2,26.7,0.0,4.4,3.0,39,4,22,69,65,1014.0,1008.8,7,7,20.6,21.9,0,1
14.6,23.9,0.0,5.0,8.4,39,17,15,65,33,1017.5,1016.0,3,6,17.2,23.2,0,1
14.9,18.4,1.4,5.0,3.4,43,17,15,61,67,1027.0,1027.3,6,8,16.9,16.3,1,1
12.5,19.6,0.4,2.6,1.7,26,19,17,78,71,1027.0,1024.5,7,7,14.1,18.5,0,1
14.7,18.7,0.0,4.0,0.3,26,7,9,89,74,1021.9,1019.2,7,7,16.3,18.1,0,1
14.8,20.4,0.0,1.4,0.5,43,11,17,78,72,1025.3,1020.9,7,7,19.5,20.2,0,1
10.7,17.4,0.0,3.4,2.1,41,20,22,64,66,1031.1,1028.8,4,7,13.4,16.4,0,1
9.1,17.9,0.0,2.2,7.2,59,19,15,58,43,1019.7,1017.7,2,2,11.2,14.7,0,1
8.8,15.5,54.6,2.6,0.0,56,24,17,82,85,1020.2,1019.6,8,8,13.3,14.2,1,1
12.4,18.1,61.0,1.8,1.3,44,17,15,91,84,1024.2,1023.4,5,6,13.3,16.9,1,1
10.4,18.9,3.4,1.6,4.8,52,19,28,90,64,1027.6,1026.7,6,7,12.5,18.2,1,1
12.5,18.1,38.8,3.6,0.2,50,17,15,85,70,1031.9,1030.2,7,7,15.8,17.5,1,1
12.5,17.2,2.8,1.6,0.2,20,15,6,90,85,1029.2,1025.9,5,6,13.1,16.0,1,1
9.5,18.7,0.0,2.2,9.1,37,20,22,82,62,1030.0,1029.1,2,3,11.2,18.2,0,1
13.2,19.1,0.0,1.0,0.2,26,9,13,81,67,1024.3,1021.8,7,7,14.6,17.4,0,1
11.2,18.3,0.4,2.2,1.9,37,17,19,79,69,1030.4,1028.4,6,7,12.7,17.2,0,1
